NAME,club_name,league_name,x,value_eur,RATIING,potential,wage_eur,age,dob,height_cm,weight_kg,club_position
Luo Yi,Wuhan FC,Chinese Super League,,60000,57,57,2000,34,1987-06-24,175,64,RES
L. Singh,Toronto FC,USA Major League Soccer,,375000,57,70,650,19,2001-09-01,188,77,RES
Wu Shaocong,Guangzhou FC,Chinese Super League,,375000,57,70,2000,21,2000-03-20,192,80,RES
L. Ivanovic,Brisbane Roar,Australian Hyundai A-League,,400000,57,69,900,21,2000-06-06,189,80,SUB
G. Ito,Vissel Kobe,Japanese J. League Division 1,,300000,57,68,800,20,2000-07-02,190,75,RES
E. Holt,Real Salt Lake,USA Major League Soccer,,300000,57,64,1000,24,1996-09-06,185,84,SUB
N. Vesterlund,Tromsø IL,Norwegian Eliteserien,,375000,57,69,700,22,1999-06-06,185,79,SUB
J. Rennicks,New England Revolution,USA Major League Soccer,,375000,57,68,1000,22,1999-03-20,180,75,SUB
D. Singh Moirangthem,FC Goa,Indian Super League,,350000,57,71,500,20,2000-07-04,180,70,GK
F. Bettache,Oldham Athletic,English League Two,,350000,57,68,2000,20,2000-07-07,185,73,SUB
Kim Tae Gon,GwangJu FC,Korean K League 1,,350000,57,69,600,22,1998-12-29,188,79,SUB
B. Davis,Oxford United,English League One,,400000,57,72,1000,20,2000-11-24,172,59,RES
R. Fernandes,Mumbai City FC,Indian Super League,,220000,57,60,600,25,1996-02-19,172,68,SUB
C. Armiento,Perth Glory,Australian Hyundai A-League,,375000,57,68,950,22,1999-06-04,175,65,RM
Shin Jae Won,FC Seoul,Korean K League 1,,350000,57,65,850,22,1998-09-16,183,74,RES
A. Gomes,Kerala Blasters FC,Indian Super League,,170000,57,61,500,27,1994-02-07,189,87,GK
F. Choudhary,Jamshedpur FC,Indian Super League,,250000,57,63,500,24,1996-11-08,182,67,LM
T. Rehenesh,Jamshedpur FC,Indian Super League,,150000,57,60,500,28,1993-02-13,180,75,GK
M. Lewis,Royale Union Saint-Gilloise,Belgian Jupiler Pro League,,400000,57,70,1000,19,2001-09-30,170,57,SUB
P. Slørdahl,Lillestrøm SK,Norwegian Eliteserien,,325000,57,67,650,20,2000-11-14,188,70,SUB
T. Leak,Walsall,English League Two,,325000,57,67,2000,20,2000-10-31,188,80,SUB
J. Young,Forest Green Rovers,English League Two,,350000,57,68,2000,19,2001-07-22,186,77,SUB
J. Larsen,SK Brann,Norwegian Eliteserien,,375000,57,71,650,21,2000-04-10,179,72,RES
C. Parsons,Wycombe Wanderers,English League One,,350000,57,68,1000,20,2000-10-26,176,68,RES
M. Boyes,Liverpool,English Premier League,,375000,57,72,8000,20,2001-04-22,179,65,RES
J. Barnett,Melbourne Victory,Australian Hyundai A-League,,350000,57,68,1000,20,2001-02-14,179,75,SUB
O. Bundgaard,Randers FC,Danish Superliga,,375000,57,69,2000,20,2001-06-15,182,72,SUB
C. Atanase,AFC Chindia Târgoviște,Romanian Liga I,,400000,57,69,1000,20,2001-06-03,175,70,RES
P. Besong,1. FC Nürnberg,German 2. Bundesliga,,375000,57,67,2000,20,2000-10-06,184,93,RES
H. Saunders,Bristol Rovers,English League Two,,250000,57,63,2000,23,1997-07-20,180,69,SUB
J. Albrecht,Hertha BSC,German 1. Bundesliga,,400000,57,74,3000,19,2001-08-31,182,78,RES
K. Kostorz,Legia Warszawa,Polish T-Mobile Ekstraklasa,,375000,57,68,1000,21,1999-08-21,187,79,RES
D. De Vita,Viktoria Köln,German 3. Bundesliga,,350000,57,67,700,21,2000-02-12,189,77,SUB
C. Bombo,ESTAC Troyes,French Ligue 1,,350000,57,68,2000,22,1999-01-18,183,67,RES
E. Iversen,Everton,English Premier League,,400000,57,71,8000,20,2001-06-06,167,66,RES
J. Odehnal,SC Rheindorf Altach,Austrian Football Bundesliga,,300000,57,68,700,19,2001-08-10,195,85,SUB
Ángel Fraga,CD Lugo,Spanish Segunda División,,200000,57,63,1000,25,1996-05-13,183,74,RES
T. Tattermusch,Borussia Dortmund II,German 3. Bundesliga,,375000,57,68,750,20,2001-05-08,194,89,SUB
J. Schelfhout,KV Oostende,Belgian Jupiler Pro League,,300000,57,68,1000,20,2001-01-19,183,79,SUB
A. Szczutowski,PGE FKS Stal Mielec,Polish T-Mobile Ekstraklasa,,400000,57,69,950,20,2000-09-12,195,80,RES
J. Justin,Chennaiyin FC,Indian Super League,,190000,57,58,550,27,1993-11-10,176,73,ST
J. Ras,SC Heerenveen,Holland Eredivisie,,375000,57,65,1000,22,1999-01-28,174,70,RES
R. Roosken,Heracles Almelo,Holland Eredivisie,,375000,57,70,950,21,2000-03-02,183,70,RES
U. Zengin,Gazişehir Gaziantep F.K.,Turkish Süper Lig,,220000,57,62,2000,24,1997-06-25,180,73,SUB
A. Moralez,Club Independiente Santa Fe,Colombian Liga Postobón,,400000,57,74,500,20,2001-04-19,190,75,LCB
D. Dudziński,Zagłębie Lubin,Polish T-Mobile Ekstraklasa,,400000,57,70,900,19,2002-03-07,181,72,RES
M. Wędrychowski,Górnik Łęczna,Polish T-Mobile Ekstraklasa,,425000,57,73,900,19,2002-01-13,171,69,SUB
A. Senior,Bolton Wanderers,English League One,,375000,57,70,900,19,2002-01-20,183,70,RES
J. Courtney-Perkins,Raków Częstochowa,Polish T-Mobile Ekstraklasa,,350000,57,70,500,18,2002-11-06,189,79,RES
K. Al Blooshi,Al Ain FC,UAE Arabian Gulf League,,375000,57,66,500,22,1999-03-22,171,60,RES
Lee Dong Ryul,Jeju United FC,Korean K League 1,,400000,57,71,1000,21,2000-06-09,177,66,RW
Z. Issaka,Kawasaki Frontale,Japanese J. League Division 1,,240000,57,63,2000,24,1997-05-29,174,75,RES
L. Francillette,Crawley Town,English League Two,,350000,57,67,2000,22,1999-05-01,193,81,SUB
J. de Boer,FC Groningen,Holland Eredivisie,,350000,57,69,850,21,2000-05-20,199,95,SUB
Kim Jung Ho,Gangwon FC,Korean K League 1,,325000,57,65,850,23,1998-04-07,185,77,SUB
A. Al Qahtani,Abha Club,Saudi Abdul L. Jameel League,,375000,57,67,2000,22,1999-01-31,172,68,RES
E. Walker,Preston North End,English League Championship,,375000,57,71,2000,18,2002-07-28,175,72,RES
A. Álvarez Wallace,Club Atlético Peñarol,Uruguayan Primera División,,425000,57,74,500,20,2001-04-20,180,76,SUB
J. Toledo,Centro Atlético Fénix,Uruguayan Primera División,,190000,57,60,500,25,1996-01-10,183,80,LCB
L. Schleimer,1. FC Nürnberg,German 2. Bundesliga,,375000,57,67,2000,21,1999-12-09,180,73,RES
T. Clayton,Liverpool,English Premier League,,400000,57,73,8000,20,2000-12-27,183,71,RES
L. Colaco,ATK Mohun Bagan FC,Indian Super League,,375000,57,68,600,22,1998-11-12,177,64,SUB
J. Carneiro,Kerala Blasters FC,Indian Super League,,140000,57,57,500,30,1990-07-14,163,66,LB
Rahul KP,Kerala Blasters FC,Indian Super League,,375000,57,66,500,21,2000-03-16,167,63,LM
R. Cuéllar,Club Atlético Nacional Potosí,Liga de Fútbol Profesional Boliviano,,350000,57,65,500,24,1997-06-09,170,61,SUB
A. Rai,Hyderabad FC,Indian Super League,,350000,57,65,500,22,1999-01-27,174,67,RB
Han Jiaqi,Guangzhou City,Chinese Super League,,325000,57,67,1000,21,1999-07-03,185,76,GK
T. Dickson-Peters,Norwich City,English Premier League,,375000,57,70,2000,18,2002-09-16,180,73,RES
G. Acosta,Inter Miami CF,USA Major League Soccer,,400000,57,71,1000,21,2000-01-19,170,66,RES
B. Koumetio,Liverpool,English Premier League,,500000,57,78,3000,18,2002-11-14,195,81,RES
R. Akbib,Royal Charleroi S.C.,Belgian Jupiler Pro League,,375000,57,71,2000,20,2001-01-29,180,75,RES
Ó. Colmán,Club River Plate Asunción,Paraguayan Primera División,,400000,57,71,500,20,2000-08-03,180,75,SUB
B. Skaret,Vålerenga Fotball,Norwegian Eliteserien,,400000,57,75,500,19,2002-04-28,186,78,SUB
A. Greaves,Doncaster Rovers,English League One,,350000,57,68,1000,20,2000-11-17,177,71,SUB
Koo Bon Chul,Incheon United FC,Korean K League 1,,375000,57,67,850,21,1999-10-11,173,70,RES
Jeon Jung Ho,Suwon FC,Korean K League 1,,400000,57,69,950,22,1999-01-08,171,62,RES
A. Odoh,Rochdale,English League Two,,400000,57,72,1000,20,2000-08-07,168,56,LW
L. Rojas,Crotone,Italian Serie B,,425000,57,74,1000,19,2002-03-06,180,82,SUB
M. Cabral,Club Atlético Nacional Potosí,Liga de Fútbol Profesional Boliviano,,375000,57,65,500,20,2000-11-05,175,68,SUB
T. Yamada,Kashima Antlers,Japanese J. League Division 1,,350000,57,71,500,19,2002-01-08,190,72,SUB
A. Bernhardsson,IF Elfsborg,Swedish Allsvenskan,,375000,57,65,950,22,1998-09-08,185,73,SUB
F. Stojilković,FC Sion,Swiss Super League,,400000,57,71,3000,21,2000-01-04,185,80,SUB
S. Claure,Club Always Ready,Liga de Fútbol Profesional Boliviano,,375000,57,66,500,21,1999-10-26,182,71,RES
K. Kamiya,Kawasaki Frontale,Japanese J. League Division 1,,240000,57,63,2000,24,1997-06-16,183,76,RES
A. Alfaro,Centro Atlético Fénix,Uruguayan Primera División,,375000,57,65,500,22,1999-06-29,176,75,SUB
B. Castro,Sociedad Deportiva Aucas,Ecuadorian Serie A,,350000,57,71,500,19,2002-03-22,186,81,SUB
M. Olmedo,Sociedad Deportiva Aucas,Ecuadorian Serie A,,350000,57,65,500,22,1999-06-01,176,74,SUB
Goh Young Jun,Pohang Steelers,Korean K League 1,,400000,57,71,800,19,2001-07-09,168,69,RES
D. Pecile,Venezia FC,Italian Serie A,,400000,57,70,800,19,2002-04-11,182,72,RES
R. Bettocchi,FBC Melgar,Peruvian Primera División,,350000,57,69,500,19,2001-12-29,184,67,RES
L. Haakenson,Nashville SC,USA Major League Soccer,,250000,57,63,1000,23,1997-09-10,178,79,SUB
A. Zinga,Valenciennes FC,French Ligue 2,,375000,57,66,950,20,2000-07-15,185,70,RES
M. Peltola,HJK Helsinki,Finnish Veikkausliiga,,400000,57,74,500,18,2002-07-03,187,70,RES
M. Parra,CD Huachipato,Chilian Campeonato Nacional,,300000,57,67,650,20,2000-09-01,185,78,SUB
H. Appiah Tawiah,Vegalta Sendai,Japanese J. League Division 1,,350000,57,68,800,22,1998-10-18,191,83,RCB
F. Clarke,Norwich City,English Premier League,,425000,57,73,2000,18,2002-12-19,169,58,RES
G. Tapia,Universidad Católica,Chilian Campeonato Nacional,,450000,57,77,1000,19,2002-02-18,178,78,RES
J. Dorsett,Rochdale,English League Two,,400000,57,75,2000,19,2002-05-04,185,74,SUB
R. Cancino,Unión La Calera,Chilian Campeonato Nacional,,325000,57,67,500,21,2000-02-09,183,82,SUB
D. Luna,Deportivo Cali,Colombian Liga Postobón,,375000,57,72,500,18,2003-05-07,173,60,SUB
D. Glass,Dundee United,Scottish Premiership,,375000,57,67,1000,21,2000-06-07,174,67,SUB
A. Jatta,Viborg FF,Danish Superliga,,275000,57,63,2000,22,1999-01-12,192,87,SUB
R. Nemoto,Shonan Bellmare,Japanese J. League Division 1,,375000,57,66,750,21,2000-02-03,183,83,RES
D. Salhi,USL Dunkerque,French Ligue 2,,325000,57,67,700,22,1999-07-01,184,74,RES
I. Schmidt,FC St. Gallen 1879,Swiss Super League,,375000,57,66,2000,21,1999-12-07,172,68,SUB
H. Koide,FC Zürich,Swiss Super League,,425000,57,74,2000,20,2001-04-06,181,81,RES
O. Dumont,Standard de Liège,Belgian Jupiler Pro League,,400000,57,69,1000,19,2002-03-06,182,70,RES
J. Roche,IK Sirius,Swedish Allsvenskan,,325000,57,67,550,20,2001-04-05,190,85,SUB
J. Rahou,Olympique de Marseille,French Ligue 1,,375000,57,70,2000,18,2003-02-02,176,69,RES
P. Bourdelle,Grenoble Foot 38,French Ligue 2,,300000,57,68,600,20,2000-09-08,191,78,RES
A. Simsir,FC Midtjylland,Danish Superliga,,425000,57,74,3000,19,2002-06-19,178,70,RES
J. Atencio,Seattle Sounders FC,USA Major League Soccer,,375000,57,71,650,19,2002-01-31,185,79,SUB
N. Vouilloz,Servette FC,Swiss Super League,,375000,57,71,2000,20,2001-05-11,184,80,RES
R. Bulić,1. FC Saarbrücken,German 3. Bundesliga,,325000,57,67,700,20,2000-12-10,192,83,RES
L. Margueron,Clermont Foot 63,French Ligue 1,,300000,57,65,1000,20,2001-02-12,194,85,RES
K. Koreniuk,LA Galaxy,USA Major League Soccer,,375000,57,65,1000,23,1998-03-01,182,79,RES
N. Touglo,Fortuna Düsseldorf,German 2. Bundesliga,,375000,57,69,2000,19,2001-11-20,186,82,SUB
R. Cielemęcki,Wisła Płock,Polish T-Mobile Ekstraklasa,,425000,57,73,500,18,2003-02-19,173,70,SUB
G. Gutiérrez,Deportivo Toluca,Mexican Liga MX,,275000,57,64,2000,24,1996-11-11,181,67,SUB
I. Davies,Cardiff City,English League Championship,,425000,57,74,4000,19,2001-09-25,175,65,RES
A. Anderson,Melbourne Victory,Australian Hyundai A-League,,325000,57,66,1000,20,2000-09-25,184,74,SUB
F. Nyenetue,Sandefjord Fotball,Norwegian Eliteserien,,400000,57,71,700,20,2000-11-16,175,70,SUB
S. Eriksen,Mjøndalen IF,Norwegian Eliteserien,,375000,57,69,550,20,2001-04-29,170,62,RB
B. Mruk,Pogoń Szczecin,Polish T-Mobile Ekstraklasa,,375000,57,71,750,19,2001-08-21,184,75,RES
S. Morris,Fleetwood Town,English League One,,400000,57,71,1000,19,2002-03-30,183,65,RW
L. Neilson,Dundee United,Scottish Premiership,,400000,57,74,500,18,2003-05-15,184,73,SUB
A. Ișfan,Campionii FC Arges,Romanian Liga I,,375000,57,67,1000,21,2000-01-31,177,71,RM
L. Gordon,Bolton Wanderers,English League One,,350000,57,67,2000,22,1999-05-15,183,75,SUB
L. Hakim,KV Kortrijk,Belgian Jupiler Pro League,,400000,57,71,2000,19,2002-03-05,170,65,SUB
C. Nieuwenhof,Sydney FC,Australian Hyundai A-League,,375000,57,70,1000,20,2001-02-17,181,73,SUB
R. Jesuraj,FC Goa,Indian Super League,,220000,57,60,500,24,1996-07-26,170,67,RM
C. Ramos,CF Monterrey,Mexican Liga MX,,325000,57,66,3000,21,2000-06-14,182,81,SUB
M. Wyjadłowski,PGE FKS Stal Mielec,Polish T-Mobile Ekstraklasa,,375000,57,67,1000,21,2000-01-04,177,73,RES
D. Cornelius,Motherwell,Scottish Premiership,,400000,57,70,1000,20,2001-04-11,180,74,RES
K. Trelowski,Raków Częstochowa,Polish T-Mobile Ekstraklasa,,350000,57,73,500,17,2003-08-19,190,77,SUB
L. Florică,Rapid București,Romanian Liga I,,375000,57,70,500,18,2002-10-06,181,74,RES
M. Xantippe,Amiens SC,French Ligue 2,,400000,57,73,550,19,2002-04-11,183,70,SUB
D. Neil,Sunderland,English League One,,325000,57,68,1000,19,2001-12-13,180,70,LB
N. Abbey,Reading,English League Championship,,375000,57,76,500,17,2003-08-28,187,74,RES
Julen,CD Lugo,Spanish Segunda División,,275000,57,64,900,22,1999-01-01,180,75,RES
D. Williams,Swansea City,English League Championship,,400000,57,71,3000,20,2001-04-19,170,64,RES
N. Wojtuszek,Górnik Zabrze,Polish T-Mobile Ekstraklasa,,400000,57,71,800,19,2001-10-05,184,79,SUB
A. Padula,FC Basel 1893,Swiss Super League,,190000,57,59,2000,25,1996-04-04,183,73,RES
C. Chukwuemeka,Aston Villa,English Premier League,,425000,57,74,6000,19,2002-01-25,190,70,RES
P. Komposch,SK Sturm Graz,Austrian Football Bundesliga,,375000,57,70,2000,20,2001-05-13,187,78,SUB
Joël Monteiro,BSC Young Boys,Swiss Super League,,375000,57,65,2000,21,1999-08-05,191,81,SUB
I. Al Barakah,Al Fayha,Saudi Abdul L. Jameel League,,230000,57,62,3000,24,1996-09-13,185,68,SUB
J. Chávez,Independiente del Valle,Ecuadorian Serie A,,375000,57,71,500,19,2002-04-25,182,72,SUB
B. Davis,Real Salt Lake,USA Major League Soccer,,400000,57,72,800,19,2002-02-22,183,75,RES
J. Quiñonez,Club Libertad,Paraguayan Primera División,,375000,57,71,500,19,2002-02-11,189,88,SUB
VP Suhair,NorthEast United FC,Indian Super League,,170000,57,57,500,28,1992-07-27,174,74,RM
S. Hawsawi,Ettifaq FC,Saudi Abdul L. Jameel League,,300000,57,64,4000,23,1998-04-15,169,67,LB
E. Kouadio,SV Waldhof Mannheim 07,German 3. Bundesliga,,350000,57,66,650,22,1998-12-27,180,78,RES
N. May,Viktoria Köln,German 3. Bundesliga,,375000,57,69,550,19,2002-04-10,182,70,SUB
A. Mishra,Hyderabad FC,Indian Super League,,325000,57,68,500,19,2001-11-27,179,68,LB
G. Martins,FC Goa,Indian Super League,,190000,57,60,500,27,1994-07-01,180,70,RDM
D. Sea,Barrow,English League Two,,400000,57,71,1000,20,2000-09-08,181,65,SUB
Marcelo Pitaluga,Liverpool,English Premier League,,475000,57,78,1000,18,2002-12-20,191,78,RES
W. Harris,Sporting Kansas City,USA Major League Soccer,,375000,57,68,1000,21,1999-11-28,180,75,SUB
K. Cabrera,FBC Melgar,Peruvian Primera División,,375000,57,72,500,17,2003-11-27,175,67,RES
B. Zempelin,SSV Jahn Regensburg,German 2. Bundesliga,,375000,57,66,1000,21,2000-02-07,171,70,SUB
E. Cabeza,LDU Quito,Ecuadorian Serie A,,350000,57,71,500,18,2002-07-08,182,68,RES
D. Bouman,Central Coast Mariners,Australian Hyundai A-League,,375000,57,66,500,23,1998-02-07,189,78,SUB
S. Schendl,SK Sturm Graz,Austrian Football Bundesliga,,425000,57,74,1000,18,2003-03-19,173,67,SUB
D. Janevski,Mjøndalen IF,Norwegian Eliteserien,,140000,57,57,800,28,1992-10-03,187,82,SUB
E. Ahlstrand,Halmstads BK,Swedish Allsvenskan,,350000,57,68,500,19,2001-10-14,182,75,SUB
M. Bruns,1. FC Union Berlin,German 1. Bundesliga,,375000,57,76,500,17,2004-03-31,192,75,RES
W. De Buyser,SV Zulte Waregem,Belgian Jupiler Pro League,,375000,57,71,2000,20,2001-06-29,183,67,RES
M. Krasniqi,Örebro SK,Swedish Allsvenskan,,140000,57,59,800,28,1992-08-23,187,82,SUB
T. Yamanoi,Avispa Fukuoka,Japanese J. League Division 1,,275000,57,64,550,22,1998-10-25,185,80,RES
J. Perruzza,Toronto FC,USA Major League Soccer,,375000,57,68,1000,20,2001-01-16,185,82,RES
Mamadi Camará,Reading,English League Championship,,400000,57,73,600,17,2003-12-31,174,61,RES
Á. García,Club Universidad Nacional,Mexican Liga MX,,350000,57,67,2000,20,2000-09-01,171,69,SUB
J. Marchand,Pachuca,Mexican Liga MX,,350000,57,66,2000,19,2001-09-28,178,71,SUB
A. Rajamohan,Degerfors IF,Swedish Allsvenskan,,170000,57,57,800,28,1993-02-21,184,79,SUB
N. Tamás,Sepsi OSK Sf. Gheorghe,Romanian Liga I,,425000,57,73,2000,20,2000-10-24,171,68,SUB
Kwak Yoon Ho,Suwon FC,Korean K League 1,,190000,57,60,850,25,1995-09-30,185,83,LCB
K. Ioka,Vegalta Sendai,Japanese J. League Division 1,,210000,57,63,600,23,1998-04-27,186,79,RES
M. Cihan,Gazişehir Gaziantep F.K.,Turkish Süper Lig,,350000,57,67,2000,20,2000-10-26,175,67,RES
F. Külekçi,Kasimpaşa SK,Turkish Süper Lig,,425000,57,73,2000,20,2001-06-28,178,75,SUB
A. Ademi,Djurgårdens IF,Swedish Allsvenskan,,375000,57,67,1000,22,1999-02-19,173,68,SUB
E. Azcona,Inter Miami CF,USA Major League Soccer,,400000,57,76,500,17,2003-11-21,168,59,RES
C. Wallem,Odds BK,Norwegian Eliteserien,,375000,57,67,800,21,2000-06-09,180,74,SUB
A. Saavedra,AC Mineros de Guayana,Venezuelan Primera División,,400000,57,69,500,20,2001-03-20,170,65,SUB
S. Adingra,FC Nordsjælland,Danish Superliga,,400000,57,69,1000,19,2002-01-01,175,68,SUB
N. Hayashi,Kashima Antlers,Japanese J. League Division 1,,300000,57,64,1000,23,1998-06-09,181,70,SUB
B. Bermingham,Drogheda United,Rep. Ireland Airtricity League,,400000,57,69,500,19,2001-12-05,170,66,SUB
G. Barber,Sporting Kansas City,USA Major League Soccer,,400000,57,72,1000,21,2000-05-03,175,74,SUB
B. Gutiérrez,Chicago Fire Football Club,USA Major League Soccer,,450000,57,77,500,18,2003-06-17,178,64,SUB
R. McIntosh,Aragua Fútbol Club,Venezuelan Primera División,,375000,57,65,500,22,1998-09-26,169,69,SUB
S. Pungi,Pohang Steelers,Korean K League 1,,325000,57,67,950,20,2001-03-12,185,80,SUB
M. Gendera,Piast Gliwice,Polish T-Mobile Ekstraklasa,,350000,57,66,1000,21,2000-02-10,178,70,SUB
N. Maier,BSC Young Boys,Swiss Super League,,400000,57,69,2000,20,2000-07-02,173,69,RES
F. Kleemann,Austin FC,USA Major League Soccer,,240000,57,63,1000,22,1999-03-19,193,84,RES
J. López,Independiente del Valle,Ecuadorian Serie A,,350000,57,69,500,19,2002-01-11,180,73,SUB
L. Ortíz,Independiente del Valle,Ecuadorian Serie A,,350000,57,68,500,21,2000-01-31,181,60,SUB
K. Ferguson,Waterford FC,Rep. Ireland Airtricity League,,350000,57,65,500,21,1999-09-24,195,80,SUB
M. Bolaños,Guayaquil City FC,Ecuadorian Serie A,,140000,57,57,500,29,1992-02-09,169,67,SUB
S. Pearson,Bristol City,English League Championship,,425000,57,73,3000,19,2001-10-26,168,65,RES
L. Patris,Oud-Heverlee Leuven,Belgian Jupiler Pro League,,375000,57,70,2000,20,2001-06-07,185,75,SUB
K. Hansen,BK Häcken,Swedish Allsvenskan,,325000,57,68,500,19,2002-05-14,184,80,SUB
R. Arias,Guayaquil City FC,Ecuadorian Serie A,,375000,57,70,500,21,2000-02-26,170,72,SUB
P. Pagnano,AC Mineros de Guayana,Venezuelan Primera División,,400000,57,69,500,19,2001-08-28,173,70,SUB
P. Zaragoza,AC Mineros de Guayana,Venezuelan Primera División,,375000,57,71,500,18,2002-09-08,170,61,ST
J. González,AC Mineros de Guayana,Venezuelan Primera División,,400000,57,76,500,18,2002-09-21,191,77,SUB
C. Díaz,Metropolitanos de Caracas FC,Venezuelan Primera División,,325000,57,68,500,20,2001-03-10,175,67,SUB
B. Villacis,Club Social y Deportivo Macará,Ecuadorian Serie A,,350000,57,66,500,22,1998-09-26,185,79,SUB
B. Osses,Club de Deportes Cobresal,Chilian Campeonato Nacional,,350000,57,68,500,19,2002-06-24,172,67,SUB
K. Martínez,Junior FC,Colombian Liga Postobón,,375000,57,68,500,20,2001-01-25,173,68,ST
N. Hernandez,FC Dallas,USA Major League Soccer,,375000,57,68,1000,22,1998-09-21,180,73,RES
I. Kričak,Mjällby AIF,Swedish Allsvenskan,,210000,57,61,550,24,1996-07-19,182,77,LCB
S. Inoue,Avispa Fukuoka,Japanese J. League Division 1,,350000,57,66,550,21,1999-11-09,187,80,RES
V. Kongsro,FK Bodø/Glimt,Norwegian Eliteserien,,350000,57,66,750,22,1998-08-07,183,73,SUB
J. Baptiste,West Ham United,English Premier League,,500000,57,78,500,17,2003-11-11,183,75,RES
M. Chol,Atlanta United,USA Major League Soccer,,325000,57,64,1000,22,1998-11-14,188,79,RES
C. Medina,Sociedad Deportiva Aucas,Ecuadorian Serie A,,375000,57,70,500,19,2001-10-23,190,82,SUB
Á. Robles,Puebla FC,Mexican Liga MX,,425000,57,73,1000,19,2001-11-18,174,68,SUB
E. Ancheta,Cerro Largo Fútbol Club,Uruguayan Primera División,,350000,57,67,500,22,1999-06-09,179,68,SUB
A. Jasic,RZ Pellets Wolfsberger AC,Austrian Football Bundesliga,,375000,57,71,950,18,2003-02-12,174,69,RES
D. Galjen,SV Werder Bremen,German 2. Bundesliga,,400000,57,70,1000,19,2002-02-25,187,75,RES
S. Guediri,Inter Miami CF,USA Major League Soccer,,230000,57,62,1000,23,1997-08-18,180,77,SUB
F. Ventura,LDU Quito,Ecuadorian Serie A,,350000,57,67,500,21,2000-01-31,181,70,SUB
